Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11
zqOdualH7RF6P6BuSZpXMNnT4WCy1RETiCPjqwZvt3vUqUr1U7XWXKD2oWGG0TXB,W2iO0M9Z34w0D5ikD+IilIN+h0xEX4vdFQat1+W1cxhfthwfrHovI7Gxk2Ck37Io,DuYj/PIJ+e2bYjAdOty7atUbr3+JiZbvqWGpu74VRQhWpun5i0sEHckN97SfToLU1gca1Vm+afRPuYiyX6GSsA==,0,2591400,98.8072519153187,4.90746389646818,13.4803634227021,Interactive,2,2
kiSBXKJ98zEDbhXE2IZ2z4nLmIbArBilYhj/EKkyGzL9FtET4v89tk7qipGlgN4f,ebtb3GtW3ga5Nz/YNWKQfzOtJpG1RYzzYemk4u4+v25re29tHRfV5u7NzEN/aW5z,O2pfTdglS/QcXANVHtg0dGCevlV0++lvEhS+T9CpaLW5uLpHgrcXZPl6TxO++2fnY8xRevSYlrS7J819u1tcLw==,0,2591400,99.1158020979019,24.9604779035978,98.058458129391,Interactive,2,4
GP5c7ZOLxV+OtEtCE4J5WgSX6anqrPjASO1l7+8G+M+EqQ42SNeOzDf7hzw2s4ri,I/4IrPaAs4kEaXMGLWN4rq9RX93IzHVUmCM3SlulFixHoQMYYj4c5lHcg6cxIAaX,LqckI72WxAovK33AOdeA8yeLjcLhC9LLyE2RWr81oiol1/518ln/7LRYHTQfMN2iJoMR2Q0ixQO4JfHH6bDv2Q==,0,2591400,97.1924635730526,2.94136671939205,33.2802356164645,Interactive,4,32
G4AU1Q4aE0LKhSK7Dt3Jq7846k4Z0EfKTWihviujRcEecDKo0emPd1U/nuqsqg9Z,35CE8/lIjnhpNqaMpl4FHTRdPDIr1eDSTrs/Vlliz4WWNDdJVaQE8XUK3jO9Vle5,NigZ/c8yJagCbn7EICLUtBHrlDT7XjCM/Ik6Dhxzp12RYZ0oyAjOrZV8gGF1AP2IcU39LIo/5Qe6vDpwQA5m8A==,0,2591400,98.707943868954,4.54248889998449,21.9040691371789,Interactive,2,2
vpPTNPpeGwd6nyoD9M3gkmouQ1yHNx6A3BASDB2mCeei01qk4yuapP/6znuM458z,Ib6Kt9IB/8tNwjmITuTI3OS8brvUY4+koG0zdFA7uaIPhne5Es8QoZsRZ+vjwJLg,H5izxYdjZrZ9SyGTGdtpi3oScFOZdE+TFEVf2wdiHWULiKLriNmK5oxTEcxv1NmoaUcsNLs4WNOOCSzC93zDXw==,0,2591400,84.3472412027751,8.83807639868727,17.6105794965459,Interactive,4,8
rz4Y3SaGSAJFIVQl/yJkahjcgGRRVqeBmtdieyZs1gVXdyOV70NTMZirrrPxz7Xo,ou0zdcNZKBLYw9cu2wTkD5cU1oBgSREgH/atfmgAX2NF+NLZ8FnkimIDTDGyTQxk,8bjPFLd1pDin4udmLuc6KEvU34OHebd+SlG5OLGBe2bE1vzzFUQmPRrx3JR1QiVQGYfLcrtRJcRh/2IA2coc/Q==,0,2591400,68.6599822595075,1.60361128329286,2.89586536830913,Interactive,2,8
0+JhIDpxU8amvSDZbOIDd6IGEOzHYQaVrgozcHyZnzQA3Bzz+WAxfLUJ0r3FLR5i,dryzm5sCdVH0LoWC7ZdpVvMGN7zlYqBIxDiZNfAA52wIkCHermZoxIZl06D4kqTl,4FfFnSVix4vPMdix9x7a1GUb8hv9DsyJ8ezUcalxEzSgsvshgPvXgKh+NCWq7SSApLeFz4xdf6MZesUPivoeSQ==,0,2591400,79.1067783260973,5.44791778717084,12.1545962990072,Interactive,2,2
+zlwiqna/bNByItsG2q44Z+d0FlDnUppnP7ilmecv+04FnrzgTyhOI2bvRBH6May,SQqowu+NsLbd0BGTOCKI2CU2JyRXuWotJqy48dPLpipHusI37RdznQa0Y+I/fIOO,dgxZhYrDxbfsS7BMhnAutNoSoU2nQdP6KUo2p8Jw0QpNY4rdyhAXqyVvK0SayzJwYRpP4SDNkSyR8qJU6R8zww==,0,2591400,96.6424091808173,48.9176103578863,83.2551979348428,Interactive,2,8
EijPmyV/26554zNhTwV3jx1EVwm1eSHlnQ92njjZqt1SRRs2sSupCOlo2kGWWNnR,lytCmfiCruALN7+lHBeBXOzAdlq2MueYob/GXEvnf2xO3n9CaSPyN58byr1DPSI4,bwK/OanwAQU2GQ5CEAnzmBsPZ5Tl6ZGUSm2P6VepFK/3jKFz2wYz7ozafg+4qVcPxwVROEk5Ng/CiQYo4CVBWg==,0,2591400,98.6018538212216,5.54215021330313,12.3031649206187,Interactive,2,2
XQtm1RUloKs2CCb7UacbmKilE/Mej/mtn7YLV/1ZvUko3TtdXjiSyjz9eWyqwgZ/,3beg2ZV8tpedihD47gtczQlFs0EJYSuuh37/5LPX99ABEOS5wTfjdcdhwyucFgv6,G250nV0q96F52FjtYnahncdG+BfJdLjEU49/0zbYS10YGV9msVUtiMOW+bC6LenyEVzKYn2QOKcr1kqKQ7OUJg==,0,2591400,22.611951888676,0.959495625501257,5.51695858110958,Interactive,2,4
bks6zc00vedFvfOT/kn2bjIX95dWz4EfRZkPVbnkucpj/DYkBsOhsz+iUWlg2Ab6,CDl3mGtQomNATL7Kbh6LbSkKBzzpcnSCYFRYmiOU2i4ZmUHYae822/247Sx6YZ0N,GOsOVjGmteStb6N91UMHEQJfmTxrVC9KaBVgCBQ8tN/JPCJxwWm5Un5YAJzn5DEVbTCspnRMzVal/x6Ve4xQnA==,0,2591400,96.9641984657183,26.7045311841602,95.0352023423601,Interactive,2,4
