disk_uid,disk_capacity,disk_attr,disk_type,user_type,vm_cpu,vm_memory
3bb5c714-87c8-40f2-ae19-c083a9f1a159,100,1,0,1,32,64
0682e54f-306d-49fa-a8ad-12fff8f58589,2000,1,0,1,16,32
1eee5a6c-2a9a-4005-b10f-49db15ccded7,1000,1,0,1,32,64
4d891f62-5c02-4c79-bf20-a1a5a101f658,2000,1,0,1,16,32
69f08018-01e2-4000-987c-d6ff5399e7ec,1000,1,0,1,32,64
ede27d97-732e-4c39-b61b-ba3984bf5b93,100,1,0,1,16,32
d0f6de82-bc31-41ac-8c90-7380dcd86507,100,1,0,1,16,32
9f8ea1f0-fd10-4104-b439-db06481843e8,100,1,0,1,16,32
ddfa8c34-4e1e-48ce-b454-52d3c6b7786f,100,1,0,1,16,32
dd650e9f-41c2-43a6-b502-16691e1cf819,2000,1,0,1,16,32
f72e2220-feff-4116-8202-900c0e703f35,100,0,0,1,4,8
a48a85a7-1ef2-4bf8-99e6-e9776488bf41,100,0,0,1,16,64
526fc538-77b8-454f-8b5e-e8ee5964b009,100,0,0,0,4,8
4e077284-0a4c-40b1-8e98-4ae8b6014e30,2000,1,0,1,16,64
ff76bccb-16ec-40ed-be09-5c0bfe189a64,100,1,0,1,32,64
ab65439a-c04b-46a1-8f46-574d8025ce4c,2500,1,0,1,32,128
f748fe72-26a7-4116-8a6c-4ba706580c1c,2500,1,0,1,32,128
5f4c3305-76c2-42fc-8b88-acc00bad2495,10,0,0,0,1,1
24f59a37-65a6-4e7d-9a76-b2f295435433,100,0,0,0,4,8
82bfaa4d-4cc5-4ba1-b77b-8f69f0287ef3,100,0,0,0,8,16
b294ba92-f6c8-4868-bd3e-49aaa97a4cc9,100,0,0,0,8,16
94377eac-27a6-449f-b427-57005a946dbc,200,0,0,1,4,8
474bb5de-39b7-4e03-a302-0225ec263d5a,100,0,0,0,8,16
fb049f11-77d3-4f53-a192-3079d2808cf0,10,0,0,0,2,4
25eb3400-8a27-4eac-bfff-8400f4ae7356,2000,1,0,1,16,64
0c75a413-0111-4d22-87ac-a99b09c4a24c,80,0,0,0,2,8
de5f02f1-d095-4e35-bc69-664f68b79c7a,100,0,0,0,8,16
a662280e-a241-44e6-937b-61a6a76ca601,100,0,0,0,8,16
b823e8fb-cf62-443b-9d52-57d014df92f3,500,0,0,1,8,32
1ffd2bbf-c96d-47ac-98c9-da8a5428aa6b,30,1,0,1,8,16
0b2a2e53-1ebd-4bca-86a0-354a354cd31d,2000,1,0,1,16,32
ce7a9668-c305-4b05-99ee-c59b53ee0fe9,10,1,0,1,2,4
3f69b661-d573-4a7b-85d3-ebea70d1d422,100,1,0,1,64,128
0c4549f6-70f6-4de8-990c-09e4a54e476e,100,1,0,1,64,128
586ffcc4-2931-4c49-af4f-652a567adfc7,100,1,0,1,64,128
90b8508b-6bd0-4276-b479-d049928fef4c,100,1,0,1,64,128
1c2ca95d-c2ef-42cc-b6f1-c806be44d27d,100,1,0,1,64,256
b35977a0-fcee-446f-8e85-15c2c14a4035,1000,1,0,0,16,64
30a04085-d921-41e6-9504-c20de5dc77bb,1000,1,0,0,2,8
23b09a9c-b737-43f8-b527-f0ebfc89b4f2,90,1,0,0,4,8
9dbb9736-33f2-4ba1-801b-07ccea9e59ce,500,1,0,1,64,256
5b7be26f-9945-4dc0-9170-ca6b7c4f12df,200,1,0,1,32,128
2400cec5-7e8b-4f5d-a8c4-880a99ed2beb,200,1,0,1,32,128
fd64f895-8799-4ef7-bd5a-6f99114d29f3,100,1,0,1,64,128
152b4efb-6453-42c0-9609-0c3996081c99,200,1,0,1,32,128
3cf11419-ec35-4ea2-9446-3c8abff33d07,100,1,0,1,64,256
375477d2-490c-4060-9143-d566819af827,200,1,0,1,32,128
3755386a-3714-46f6-b63b-5547879011fe,750,1,0,1,64,128
cc16f9e3-89b0-4aa4-8037-8421b48c69e2,100,1,0,1,64,128
83f3f029-160a-4365-93ed-fadd9d657ae4,200,1,0,1,64,256
c83bd92d-4b4a-4988-9d50-e958b7af4579,300,1,0,1,64,256
1506b010-d977-4c9c-8f60-590065911481,100,1,0,1,64,128
671d8b26-13c5-4c66-85c3-988a824233d7,500,1,0,1,8,32
161814dd-a7de-4f17-9e5f-7336526b5720,50,1,0,1,2,4
57c2159b-d6a4-4d48-a60e-46fc7a0c0e3a,100,1,0,1,64,128
3c412f0b-48d6-4cdf-8016-48df4cae6f9c,200,1,0,1,32,128
e0f65a69-39dc-44cd-8e7d-7aa231bf4941,50,1,0,1,2,4
69a24a57-83d6-46af-b7ff-505358d088db,200,1,0,1,32,128
39db0a7d-3dda-48ed-9fac-ab889ad047b1,200,1,0,1,32,128
04907f09-8f30-475f-b2e7-6717da3089cf,200,1,0,1,32,128
122034a1-1741-4b50-9ba5-67d84144e009,300,1,0,1,4,16
abf96f54-ea66-42f8-ac6d-fb29fb151a42,100,1,0,1,64,256
c44c10a5-79ab-45a6-be10-0052b04e4629,600,1,0,1,24,96
c61d8a72-cf51-4604-9bb1-519917623ba8,100,1,0,1,16,32
a7ef34c7-1347-40b4-ac70-3849f9dcaa46,500,1,0,1,8,32
42c5e9cd-593e-4626-a3c9-00e1c6d59289,100,1,0,1,32,64
91fc07f1-9109-42f9-b024-391156e95b21,100,1,0,1,32,64
fd1cd68f-2093-4a2a-a4d6-da9225165cf3,100,1,0,1,32,64
d62679c4-6f9c-4e0d-ba5c-787278584a9c,100,1,0,1,32,64
fb700ff7-17ed-4f98-8083-50e82e8605da,100,1,0,1,32,64
6506dc9b-12a4-412f-9ccc-38684d2a5af5,200,1,0,1,32,128
99716025-4440-4078-a2cc-d07212948cba,200,1,0,1,32,128
ab58dc2e-94bc-421b-bfae-da76ef3f9d85,200,1,0,1,32,128
a11648ce-115e-49c5-932c-f6402998a31a,50,1,0,1,8,16
e85ad6eb-fb49-4610-9e6c-4f6462778b88,5000,1,0,0,16,64
247c970f-21a6-4221-90b8-69a24487fc00,100,1,0,1,32,64
dca1be55-89fc-4a98-a64b-ef50cf6be742,100,1,0,1,32,64
7406e2b9-01c7-4b1c-b5a2-f1e846d36839,80,1,0,0,2,8
0af142b1-293b-4062-9aee-12552f1195b6,100,1,0,1,32,64
21d7edc1-bebe-4316-b33f-281828137686,100,1,0,1,32,64
6267d134-8a5b-4d87-b6cb-455f60197d24,100,1,0,1,32,64
97d34e5e-3359-4c30-ad5f-d5bf2c00832e,100,1,0,1,32,64
68aaa023-5581-4197-af26-da5ddcc8dd40,100,1,0,1,32,64
e53a5330-e773-44e7-ad30-184f9c20436f,100,1,0,1,64,256
d01817f6-cb1d-419e-8e6a-9936ee40ddd2,100,1,0,1,32,64
bb9a7523-3909-4194-a592-1d272b7b2c8c,100,1,0,1,32,64
2fa3a254-2fb7-4489-a09b-b28f2df13c6b,300,1,0,1,16,32
81541817-bfb2-4b99-9c3b-35e7ccf1988c,100,1,0,1,64,256
39899292-7f3a-4fea-9d20-ccc262fb08b6,100,1,0,1,32,64
56846cd1-fd37-4b7c-964c-3ba5e3415024,100,1,0,1,8,16
7f6579b0-3a35-47e2-bdd2-2a17fea6b4e8,100,1,0,1,32,64
c1da9e9b-f1d1-43be-97e9-216e4d84c40a,200,1,0,1,36,160
145dfd8e-dc34-4fff-adb1-83eeca2124e3,100,1,0,1,32,64
639e6933-2a15-4aea-bb31-2893328fda51,100,1,0,1,32,64
edd7a7e6-de6e-4065-9400-4408b7040c4b,100,1,0,1,32,64
f04b6366-e534-4e4c-813c-3906bedc151b,100,1,0,1,64,128
02cbae00-c798-49f0-af99-56f36fe5fa3c,10,1,0,0,1,1
c90cef84-7dc1-4505-ad4c-3ad340eb540d,10,1,0,0,1,1
e7ffeaf0-975b-4749-a66e-f3147fe41acb,10,1,0,0,1,1
e7d30042-46d0-44e2-ba97-cf0a09833fa8,10,1,0,0,1,1
098c0ccc-9637-47b1-b653-ef50c49221d1,10,1,0,0,1,1
c963cfb4-316d-47f1-8e7a-3cb439a1f9e6,10,1,0,0,1,1
21c78769-4dd6-45a7-a1d1-e8dfdedd94d5,10,1,0,0,1,1
d5929333-ae26-49b1-b069-85508335876f,10,1,0,0,1,1
db4225be-8133-4d75-8684-824e7d9a60f5,10,1,0,0,1,1
460ea46b-bada-442e-b8de-8c82299ca446,10,1,0,0,1,1
6460d610-629a-45df-9576-c313616bb822,10,1,0,0,1,1
c62e3bf8-e542-4c08-8c34-53c6ae9eeebb,10,1,0,0,1,1
365be055-081b-44c8-87b6-78dae4ac5750,100,1,0,1,32,64
395a5168-2acd-4f8c-ab12-de762f9e7531,100,1,0,1,32,64
2f4125ee-5f8d-4fb3-9619-808f2898b548,10,1,0,0,1,1
83099735-e00c-4f32-b4fb-0385e43896c5,10,1,0,0,1,1
e3a41572-2546-4b51-8018-fd8309096265,10,1,0,0,2,4
7e992639-c56b-4d38-af02-39e6bcc3387b,10,1,0,0,1,1
4003b430-b605-44ec-9db1-783f1ecbc685,10,1,0,0,2,4
4bdcecff-38d4-4a21-9ccc-71ab81bc2511,100,1,0,1,8,16
a15ba5da-2531-4f05-866e-741fbf815b47,10,1,0,0,1,1
1d26248a-a202-4d85-858e-a97b54b8192d,10,1,0,0,1,1
226bc679-6a15-4b5a-b239-3277ece11ceb,10,1,0,0,1,1
203e0dfa-83ce-4eca-b7ca-01f57b3a602b,10,1,0,0,1,1
f3963117-74a3-4736-9e4c-737ff12186b8,10,1,0,0,1,1
2b9e4f14-e32a-4a51-8a17-10b35a3e549b,10,1,0,0,1,1
5da9cbda-3e2e-4b63-9fe5-065793fc65c9,10,1,0,0,1,1
f335ca1f-8e89-443d-8cf5-f80bc3844de6,100,1,0,1,84,256
1c16315e-9c19-4b76-bec5-79db8db22f12,100,1,0,1,32,64
646f0ea6-f8d6-4ab2-b871-d49080b9ffa5,10,1,0,0,1,1
