bin,machine_gpu
0,10.011204101482125
1,16.661955087208966
2,21.24710464762774
3,28.441271788999153
4,35.30764180665698
5,37.216795710943344
6,41.30579437005671
7,42.21063251289125
8,46.81568113949261
9,48.779181544396
10,49.50377821243499
11,51.770269585845874
12,53.37723277331948
13,54.743178556964445
14,57.63268795582134
15,59.0086566715121
16,62.27677360256273
17,64.06902382692536
18,65.8715323625527
19,68.48603122053196
20,70.86313278697344
21,71.99235348204813
22,72.16302497110713
23,72.41681125312161
24,72.86645564914996
25,75.89118697533478
26,76.82135544790107
27,76.94597685492853
28,78.47101176019953
29,79.50908752708345
30,80.227435151271
31,80.23375302173996
32,83.72270713459007
33,85.42005301783819
34,85.68117482088702
35,85.76657830632354
36,87.5373393551247
37,87.76570148056823
38,89.1939152339671
39,90.10647907296764
40,97.4863705907257
41,98.25388328760363
42,99.14786000362113
43,100.73725712319039
44,108.3665906328027
45,108.95079320095606
46,112.0828183390591
47,118.3099665617891
48,120.10453107615758
49,121.78098251257441
50,122.28342949835621
51,124.51955793797595
52,124.92590835988263
53,124.97613800335618
54,125.03547942728625
55,129.28653534746252
56,129.42765085222882
57,129.1601215204643
58,129.75142896679853
59,129.98044257615518
60,130.07695300641836
61,130.31311595694137
62,131.84223935483766
63,133.0101726322533
64,133.18312935963476
65,133.72429456223338
66,139.06454622478154
67,140.14744762725954
68,140.3254033060131
69,144.06884380278402
70,144.14779545810964
71,144.21029060944645
72,144.280437611855
73,144.89702160044007
74,144.98659760583493
75,147.61617448131838
76,148.6176857614987
77,149.70514121674935
78,149.9964618321551
79,149.54464013907673
80,149.8003883579072
81,150.8473614833733
82,151.24665673272122
83,151.26356871812726
84,151.251691991991
85,151.36464030544042
86,151.25753583501884
87,151.29172879893352
88,151.28680280471553
89,151.30088856222426
90,151.8153216878901
91,152.1883346979789
92,151.9731413415638
93,151.66798228700227
94,152.37978613106708
95,152.17929847668427
96,152.1292747438746
97,152.04976363522132
98,152.27220373224057
99,153.60122282968845
100,153.67391712959073
101,153.5834135792706
102,153.6234190567509
103,153.78406462771505
104,154.9177764646165
105,155.0378645095137
106,155.9062926957481
