bin,machine_gpu
0,28.66549680877417
1,37.781663290917166
2,47.466190671177515
3,58.34454396001613
4,67.45787037633595
5,73.06766445330784
6,81.23357519568913
7,85.47194079616659
8,90.45480316175846
9,94.86604384729462
10,99.03719549193077
11,106.96825619115616
12,110.42032130308057
13,115.63816472671904
14,120.24075657213257
15,122.24104012998689
16,124.48733150892946
17,124.74791049917492
18,124.98663327564176
19,127.48573184826577
20,131.99111980460913
21,142.327937960012
22,142.7184879469109
23,143.60772109066167
24,145.66147062208856
25,146.47794705680184
26,148.13454041473938
27,149.63365482329206
28,154.0478933410475
29,153.8805866272918
30,155.52214998238563
31,172.61787353052117
32,178.56890580412724
33,178.85467561222958
34,181.06866377091995
35,184.1970729836646
36,189.89821779256786
37,190.71191146094085
38,190.93800454385297
39,190.91436560808913
40,191.63466250528325
41,191.59005714853168
42,193.00663813227254
43,192.91929936914778
44,193.23493357265798
45,194.18160653821815
46,194.48983114947293
47,196.45243831912254
48,196.2931295846597
49,196.27696326238572
50,196.2754710292531
51,196.87560009557595
52,196.83934858171253
53,197.34861348007635
54,197.60177365233275
55,197.54868141773997
56,202.53497010557004
57,202.65152986305756
58,202.81344896745568
59,202.7696085473767
60,203.10971409442976
61,204.25495396797572
62,203.84450634680755
63,204.70837232722624
64,204.69690326270108
65,204.57224932637465
66,204.6358614943241
67,204.36783608617964
68,204.96070331932114
69,204.77003259305383
70,205.7579806863149
71,205.66671790573668
72,205.64118123671258
73,205.77848953275648
74,205.87244716034277
75,206.3960790132096
76,206.64416973450722
77,207.21249012964938
78,208.40034258118763
79,208.58069205423868
80,208.7768164210237
81,208.9437750775406
82,209.16178221897692
83,209.19492166034456
84,209.3893967287717
85,209.69181531271025
86,210.73724636905936
87,210.78884338694928
88,210.36356105586577
89,210.43751411649725
90,210.42789902335093
91,210.12033850078723
92,210.49488213428253
93,210.52854974658243
94,210.38955579252746
95,210.8855370790754
96,211.20852994734705
97,211.4850035620238
98,211.76924164775693
99,211.3359058125341
100,211.77670478826758
101,211.87338736579142
102,213.2924392791621
103,212.74847082911728
104,212.80936602813637
105,212.86280112437726
106,213.6727299973776
107,214.08863249486365
108,213.10884947494347
109,212.48467962739258
110,213.21413458479927
111,215.35031384893588
112,215.3556421190492
113,214.76617481020872
114,215.02130001418763
115,215.47413959817962
116,215.42476879307085
117,215.74322162963117
118,216.04063708721006
119,219.59680467688023
120,219.9536429052372
121,221.53492845498565
122,221.56529242514523
123,221.42712692616192
124,221.37389982120928
125,221.33052376854315
126,222.32424460841978
127,221.9203363415093
128,222.12115254482342
129,221.9340416762847
130,222.0473221842835
131,222.14858713503165
132,222.06121470214381
133,222.00927846120894
134,221.52787310111694
135,221.3957812324769
136,221.30888032314928
137,221.0831820221815
138,221.0399938781037
139,220.8866856328644
140,220.56126170367165
141,220.57873853941516
142,221.6361512158494
143,221.74570789127833
144,221.73239565891276
145,221.50030384737698
146,221.47243449068606
147,221.16811439833376
148,221.07558736474036
149,220.95603809096787
150,222.98994263048655
151,222.8720097919377
152,223.7705160942579
153,223.49523289174982
154,223.35108562356584
155,223.34327259695908
156,223.25004117606005
157,223.21827622760105
158,223.21257256766467
159,223.10240906557175
160,224.1498869278755
161,223.83390407739967
162,224.4953605840932
163,224.1701345030482
164,225.70895634322596
165,225.44794579461472
166,225.1086757031596
167,224.64536119792407
168,224.3648800760592
169,224.25887616685552
170,224.11863157386847
171,223.88703501808305
172,223.73784499828807
173,223.68459875484047
174,224.458805218847
175,224.4175555997195
176,224.0612421532668
177,223.94116975350155
178,223.88037787297122
179,223.7325282391956
180,223.60963798412124
181,224.24811705710337
182,224.02910574503377
183,223.93335778706796
184,223.87081450722377
185,223.73678681367002
186,223.7337500136121
187,223.84774556068942
188,223.76154081006962
189,223.8000001916116
190,223.79161287024309
191,223.6299799274378
192,223.54017214068497
193,223.48559946873243
194,223.3804025302407
195,223.28939107455398
196,223.00440085460986
197,222.8981246267859
198,223.1418148780094
199,223.08039224596124
200,223.08495639465932
201,223.11355130666448
202,223.06881135356247
203,224.4388738527512
204,224.37803530590517
205,225.4113851781907
206,225.35717038919407
207,225.52903392482332
208,225.5237752890526
209,225.500185614208
210,225.2795259391887
211,224.9388624318419
212,225.17220818215048
213,225.3166108795514
214,225.29911625030954
215,226.42791560214212
216,226.49591422252925
217,226.50448148555733
218,226.55124243834678
219,226.516403745843
220,226.45174755922855
221,226.45822551563185
222,226.40251895531412
223,226.30715254372524
224,226.22138223247373
225,226.1621422311871
226,226.0933270866486
227,226.03368643169364
228,226.08753904611555
229,226.06929847721702
230,226.18634330747858
231,226.30823479408622
232,227.03747516705027
233,226.9357875730993
234,226.91728484688042
235,226.87530104943707
236,226.82388009134954
237,226.70060748698913
238,226.55343385733025
239,226.2116732513945
240,226.317702394922
241,226.22144991849626
242,226.13710238793715
243,226.20196181697213
244,227.52959092813293
245,227.43707238383743
246,227.36892618453334
247,227.17581672284777
248,227.29392206795163
249,227.8458744895084
250,227.75184992140638
