bin,machine_gpu
0,15.453359302478534
1,28.862788557546804
2,38.34507971101845
3,44.08139434198634
4,48.26999351391657
5,51.0797673412916
6,55.252287591447235
7,63.62943378771299
8,67.58409975640213
9,72.77408913309499
10,76.22919834238871
11,79.17087188167797
12,79.43011168709597
13,80.37674922121319
14,81.6413059037255
15,82.85513908812491
16,86.6600374759172
17,87.04648236703322
18,88.74781130004413
19,93.12241047279106
20,93.17164182642013
21,94.48452677942412
22,94.79242526376692
23,95.60849938556773
24,96.10576138984418
25,97.7600397299106
26,97.8261689834974
27,97.92839427433005
28,99.01176521222597
29,99.07913953958935
30,99.06406628684651
31,101.2254212263928
32,108.42079174634843
33,112.45785280288914
34,116.90152824824627
35,116.68948594736497
36,122.6924405634373
37,122.61800264314073
38,122.77687978549123
39,123.33201058439948
40,123.94868716062862
41,124.09382483446569
42,124.94564554865504
43,126.1090687758533
44,128.67832039661872
45,129.09325197033823
46,130.2647899543602
47,130.23646859609727
48,132.50745053887263
49,132.74087489757792
50,133.84622473879114
51,133.9525630306659
52,134.14592394364712
53,134.49069129759286
54,135.45165565140363
55,135.7517710332616
56,136.4773605623536
57,139.08873582563155
58,139.1322842715954
59,139.336967232684
60,139.53610796027735
61,139.61998508152453
62,142.12804127702938
63,142.18714873905955
64,144.06402691573032
65,144.12311299599978
66,144.45516515599672
67,146.36282523622802
68,146.2705799319411
69,147.1797577825908
70,148.37175466204297
71,148.71859158773137
72,148.8862296874626
73,150.03316756010625
74,151.9344543879176
75,152.9521583354535
76,153.14818363936692
77,153.44740486704333
78,153.8968264430311
79,153.91042560724253
80,155.95795729613945
81,157.1146640661456
82,157.96878430036008
83,159.21349047719355
84,159.19825996011056
85,159.29483012796763
86,159.51396699532788
87,159.6800644328228
88,159.81627970770967
89,160.09765546514785
90,161.3743758190756
91,161.4815893270607
92,161.8107138547446
93,162.33198481783103
94,163.8769026576374
95,164.1293478848747
96,164.54797618101074
97,164.4862194679288
98,164.50593602163647
99,164.54376395675294
100,166.03119704960307
101,165.9924595486826
102,166.08608356989797
103,167.073749604231
104,167.43253497439068
105,167.55090576572044
106,167.4160320335052
107,167.40155024661462
108,167.6390662057354
109,167.79795558099272
110,168.01673246381526
111,168.24916411750675
112,168.27317820188412
113,168.18313863735824
114,168.20952863508677
115,168.3740527214931
116,168.6120296654234
117,168.89951964401394
118,169.15631426482543
119,169.6443336591006
120,171.15182424814122
121,171.17446628617174
122,171.083073332182
123,171.08415955568537
124,171.22412270407054
125,171.36234211461473
126,171.5202358580753
127,171.55291487529547
128,171.65948765723854
129,171.95017781550933
130,172.3732818936425
131,172.74280171462468
132,172.75258232895445
133,172.69582003850942
134,173.25345868868385
135,173.52154546472894
136,174.03944452048398
137,174.19975004270242
138,174.2429259232876
139,174.22193298347398
140,174.41549529123506
141,174.42750035292138
142,174.65010660823188
143,174.69332996101224
144,174.78937022796782
