bin,machine_gpu
0,13.173033596475161
1,18.8827005957706
2,28.901835834349825
3,36.94756988717507
4,42.67547484852331
5,48.45656685058067
6,49.29776458306566
7,49.70514923590247
8,53.414199787022525
9,56.72601948186118
10,59.734760889616894
11,60.773433556404115
12,61.88008017242612
13,61.99282633302802
14,63.96417612011878
15,68.67754136036052
16,70.51726739611586
17,75.23476695673487
18,76.63673833376706
19,79.44322749471337
20,81.30083293193361
21,83.2666963416115
22,84.64193322369098
23,86.37748579633475
24,87.32043386953907
25,88.63192292925754
26,89.98840755887021
27,94.19459657439238
28,95.37869556395384
29,99.90696222419129
30,103.26501344539537
31,104.66019936941512
32,105.30494349237064
33,106.46328779841389
34,110.01692564256865
35,110.24592579824349
36,110.24564575932625
37,112.3260497698609
38,117.1760258560502
39,118.3978260667574
40,120.77984372473517
41,124.31219902219728
42,124.4235275340451
43,125.72146159077957
44,126.01240605237464
45,126.57595568224849
46,126.58315351082051
47,126.52632218964578
48,127.2473253705529
49,127.23637269606571
50,127.31161554808442
51,127.10042770258592
52,127.1565643788311
53,128.30591806094424
54,128.6099174134301
55,129.3485761505105
56,129.24233234130622
57,129.17677174152368
58,129.47496577953132
59,131.6439716902396
60,132.10386385167376
61,132.19118294263492
62,134.53213324881042
63,134.64181929200203
64,134.4760989927826
65,134.35590848819118
66,134.32593210041458
67,134.31355466250676
68,134.02978199010255
69,134.18450014983253
70,134.02820804047917
71,134.16426108514537
72,134.15468007459754
73,135.36745062563926
74,135.27560829749362
75,135.13593605616373
76,135.82616369505874
77,136.029978912871
78,135.925386303578
79,135.76029137324684
80,135.71994157117803
81,135.82275726538043
82,136.05902477472065
83,136.1114379461184
84,136.17594067850294
85,136.20988608385196
86,136.3811027679601
87,136.48157767350398
88,137.65269540732004
89,137.5786566680612
90,137.62513883046398
91,137.6923824722863
92,137.717240431885
93,138.0024206328044
94,137.89814416820326
95,137.96381685273735
96,138.0700862513454
97,138.2232522202499
98,138.40938149583494
99,138.73682458665175
100,138.85108927079355
101,139.11128362638166
102,140.08087918787396
103,140.1975480952142
104,140.40062849729296
105,141.84223261530073
106,142.00762181514727
107,142.43270506823222
108,142.60984216095255
109,142.8353052841109
110,142.98170149793086
111,143.38132711269503
112,143.8787809193945
113,144.21765865261236
114,144.28078085000615
115,144.45804360204343
116,144.77198220844937
117,144.8716626642219
118,145.0101923093155
119,145.3257245239739
120,145.48377705765643
121,145.22885946279052
122,145.47754082013057
123,145.41411857480722
124,145.67412692610577
125,146.47200891595472
126,146.54457094555485
127,147.34611419137536
128,150.03162600156534
129,150.22633878506736
130,151.50139469402097
131,152.5954558361323
132,152.72952973457467
133,154.02833744050574
134,153.79921947019935
135,153.65343013804198
136,153.75572410455842
137,153.86998452997915
138,154.20960185865727
139,154.09139453625542
140,154.24886404849158
141,155.7415334893606
142,155.89713850870112
143,156.0501381183433
144,156.24401009138762
145,156.55343400804523
146,156.91178054366867
147,157.176755466434
148,157.34771068166708
149,157.43505894079385
150,157.74821962341622
151,157.81686651263917
152,157.9161055072084
153,158.0255414226496
154,158.49360878827108
155,158.71384866440255
156,158.94699619075163
157,158.97604159855533
158,159.0384649820559
159,159.14299519912194
160,159.32652350672134
161,159.12988851103992
162,159.23861860862365
163,159.29495364297424
164,159.32299995996993
165,159.31596061528018
166,159.42950969033384
167,159.58125991890302
168,159.52933829920744
169,159.61680609178313
170,160.55421609553974
171,160.49920464663083
172,160.5025766199776
173,160.52450763207423
174,160.5780332550239
175,160.69452674612612
176,162.0590936147409
177,161.76147926705036
178,161.59801117285988
179,161.68089753201969
180,161.61065718559811
181,161.62818396999262
182,161.58023835803442
183,161.54626086387518
184,161.54059081352133
185,162.63333151156974
186,162.72625053867193
187,162.7807382223588
188,162.80392313515512
189,162.79062361400486
190,162.8681119589333
191,163.01438482647634
192,163.08873763217355
193,164.31702907909704
194,165.06885871868752
195,165.14806489012594
196,165.24124679507483
197,166.34707791778254
198,166.39116386493828
199,166.5816198921725
200,166.65571314017097
201,166.70603415158627
202,166.81282434877068
203,166.95332326139928
204,167.04753697742515
205,167.06255815280093
206,167.1563048792874
207,167.2351259257164
208,167.25424394567142
209,167.28029013566123
210,167.41779419156435
211,167.39172442508524
212,167.319966227848
213,167.54501637214747
214,167.76707649473184
215,167.83410857570954
216,167.83053133808713
217,167.76021603434964
218,167.77584097444168
219,167.68768724496212
220,167.76215522547784
221,167.84903590796137
222,168.46177526716636
223,168.5624241359933
224,168.60124578429037
225,168.67795517715837
226,168.8296008719678
227,168.8283448373216
228,168.63880686940757
229,168.44297074049413
230,168.53259160236243
231,168.3404000257672
232,168.1293675419768
233,167.93476426478887
234,167.90292750269154
235,167.85106423120212
236,167.7697945133108
237,167.75086669832933
238,167.70461721203756
239,167.73079375588904
240,167.72085821724536
241,167.7012941122316
242,167.80003764366364
243,167.707936170669
244,167.63538776408188
245,167.5953664387911
246,167.6829212612734
247,167.63038833020934
248,167.57966402206262
249,167.55380321056666
250,167.34125153494693
251,167.37857202770422
252,167.50469773511662
253,167.66594208121953
254,167.65324297502048
255,167.4458454470851
256,167.3732662903419
257,167.88233623909898
258,167.9152420205644
259,168.1673323591714
260,168.31320621672793
261,168.23188641661926
262,167.9801852710023
263,167.60514674567608
264,167.44180308839154
265,167.397952636176
266,168.26200106985436
267,167.991721001162
268,167.97287861276916
269,168.15318925746303
270,168.19708717345426
271,168.17654323424185
272,168.21262986307414
273,168.07992843937413
274,167.98555616758557
275,168.05961989569983
276,168.01527216920138
277,168.2840054609832
278,168.12674464855712
279,168.0665178265145
280,168.0080721203187
281,168.4221889906881
282,168.44696300408702
283,168.49189948137771
284,168.52824789554973
285,168.38451075120568
286,168.84740420497704
287,168.7988980182409
