bin,machine_gpu
0,14.884062193547527
1,20.32894151981252
2,29.178548820358895
3,35.47613521945766
4,46.4279930952747
5,50.597881331313424
6,59.151281324065934
7,69.71301128150294
8,74.01107188299565
9,82.58160051179924
10,85.6050148735909
11,86.83575818251524
12,94.67095087533454
13,97.94747804067381
14,103.02095436819367
15,104.5485891159323
16,105.83458410780746
17,107.03576570473346
18,108.01572523283943
19,110.91760600309794
20,111.03328534239772
21,116.85392269803805
22,118.66172308164448
23,119.05410047703113
24,119.99597517647872
25,120.24410680822805
26,122.8574651894286
27,122.97219691152121
28,123.52014126031693
29,123.60353600721193
30,124.0995682555792
31,130.6155657073649
32,130.5346263193957
33,135.1764829903299
34,137.3360569159121
35,143.47926973931703
36,143.60485300681307
37,143.5702405635487
38,143.51582291819255
39,144.69938326560307
40,144.71734724381793
41,146.06873504273116
42,148.29018451093316
43,148.1868293291789
44,147.93962730683032
45,149.96093141766804
46,151.4468086508803
47,152.2164082838169
48,153.34983264681927
49,153.53674255963315
50,155.85763313443763
51,155.6916110538674
52,155.9062878895316
53,155.91530550684809
54,157.4816404133898
55,157.351300481858
56,157.37616906989146
57,157.49768018439494
58,157.3638525995144
59,157.19577853320553
60,157.78771262012688
61,159.45964075147648
62,160.37825306903056
63,160.89283291201792
64,161.81674933067018
65,162.05981854448493
66,162.09175159574073
67,162.66117098644898
68,163.46767266903834
69,163.7992387491985
70,163.26006029862683
71,161.9224768854227
72,161.83764427151863
73,161.49723113593717
74,161.23009008110884
75,162.14956971924875
76,162.05802390373117
77,161.93555105333667
78,162.22151270063912
79,162.7594456052214
80,165.94773385901777
81,165.56716974951598
82,166.05409345208193
83,166.0585146035723
84,166.6101526888582
85,166.87816518492878
86,166.78871725171248
87,166.12178658629702
88,165.9904370659162
89,166.77355049994307
90,167.17821306208396
91,167.69940584532625
92,168.4348717838751
93,168.33402945862966
94,169.02499947677282
95,170.1143494249362
96,170.7109419733169
97,171.75149910479556
98,172.70145004460971
99,174.45090447882404
100,174.5499770739375
101,175.67010003210538
102,175.82947951425217
103,175.75643270767807
104,175.41343512114813
105,175.18587695391562
106,175.30980323047487
107,175.1461401522478
108,175.15784568897087
109,174.9712954504886
110,174.6413312125758
111,174.18792969429734
112,175.44139557307165
113,176.33654125250428
114,176.2531655739515
115,179.58183630302779
116,179.7051159997535
117,179.60816949391358
118,179.71534187718768
119,180.20990775344515
120,180.90165707114963
121,180.76580631707756
122,180.06960037440936
123,179.5088459376916
124,180.04952979066982
125,180.00342891208882
126,179.85941349640066
127,179.9215609869654
128,179.9579154487019
129,180.99376862270887
130,180.4513513466791
131,180.65575367222908
132,180.54895680299236
133,181.38248657159417
134,181.5645082102543
135,181.76253353446606
136,181.71915769877015
137,181.71746753142187
138,181.5024810456002
139,181.65391017016367
140,181.86650981776657
141,181.7638923831537
142,181.55657348774116
143,181.33707482368942
144,181.1435970703769
145,180.8531234073725
146,180.7019112981056
147,180.7323420841364
148,180.59645928244848
149,180.35651035829935
150,180.17233223455298
151,180.2958046449231
152,181.08552604861546
153,180.4742575372727
154,180.48444300571117
155,180.4496714812273
156,180.28692041170694
157,181.23466197179692
158,181.20768467136295
159,182.34668129022947
160,182.1455181082824
161,182.54848487723078
162,182.3962092074392
163,182.10416154322192
164,181.89803110319454
165,181.53144000879644
166,181.41847092718822
167,181.06687682037415
168,181.73890649291863
169,181.53503516612986
170,181.2486011181357
171,180.77596534320645
172,180.85274254939364
173,180.8420960811791
174,180.63168669590667
175,180.6083548343007
176,180.53595006571092
177,180.46187265298542
178,180.0278016090804
179,179.96874496758304
180,179.75828685887828
181,179.59992536418966
182,179.4375661977302
183,179.88519361612677
184,179.84214377601376
185,181.73054096209773
186,181.61292614488895
