bin,machine_gpu
0,17.41098025221683
1,35.61150557434687
2,44.83613483996133
3,51.19607253679334
4,54.75805138988439
5,63.13544202874401
6,70.24430781591
7,81.19971235524001
8,85.54334144566609
9,89.589375870568
10,92.47546193615764
11,92.38037115208029
12,92.84772320431243
13,95.60528458149591
14,100.63526680072948
15,100.7324895116371
16,101.58363824879504
17,103.84293563842463
18,105.27782617594706
19,105.8027282564529
20,107.89698068784465
21,108.29568922794948
22,108.33262343419793
23,109.735139126969
24,117.91982432607982
25,118.64250483680114
26,118.6737098622364
27,118.81849693253868
28,120.23676976791528
29,123.31132702869336
30,123.3335293829407
31,123.40126522314286
32,123.16215375186839
33,124.73580814619761
34,126.39737339004924
35,126.52471767400573
36,128.53512973685977
37,128.65715322818937
38,128.7514837075649
39,128.62330073039632
40,129.36700820364425
41,129.83457270372503
42,129.94371956643099
43,130.02486922559333
44,130.56142734108494
45,131.44838861082962
46,132.71082119028722
47,133.78677920967607
48,133.77198937205858
49,135.057428615493
50,141.3299152719724
51,141.42143795652598
52,145.9352000036196
53,147.52385850911773
54,148.32134960064795
55,149.424425299354
56,151.33807779920707
57,151.8997867890708
58,152.34032643847453
59,152.27319742377955
60,152.09574045567007
61,152.2387219053251
62,152.05572864397257
63,152.15007913510036
64,152.3688204510881
65,153.61647918178787
66,153.32512274828898
67,153.2883665276228
68,153.4928613851355
69,154.7870478430751
70,154.65677384152477
71,154.64440411349574
72,154.60785810171623
73,155.89032707480428
74,156.1840701596807
75,157.73817875320393
76,157.53509204521922
77,161.44342671518504
78,161.1439025142226
79,161.13730818540353
80,161.18525877814375
81,161.55008390440364
82,163.2293674933791
83,163.55252000109272
84,163.57676782037643
85,163.2894168102856
86,163.6970028608301
87,164.46735468383315
88,164.82987106641713
89,165.1214493987766
90,165.89418879393097
91,166.0019861279949
92,166.045310508671
93,166.14205800704158
94,167.069791497342
95,167.05667889924982
96,167.34422205546053
97,168.09913168029638
98,168.35280547101158
99,168.5162882289102
100,168.4895727993979
101,168.40619990161338
102,168.36029400798327
103,168.41733128747663
104,169.31134173935493
105,169.3387540344871
106,169.17101729958773
107,169.11997543965774
108,170.14940912028473
109,170.13210387656045
110,170.26786502642145
111,169.8797163509788
112,170.57493665608428
113,170.679970515226
114,170.7451628762668
115,170.84397320421343
116,170.75483499250612
117,170.63427159829152
118,170.32744976596538
119,170.30350050507985
120,169.86164787688904
121,169.99705431492256
122,170.09994326882287
123,169.8748600677377
124,169.8631915760706
125,169.66832536479436
126,171.5340247253367
127,172.47289284810716
128,172.206444825639
129,172.1036103013874
130,171.98867581310333
131,171.68982188641598
132,171.80217628210013
133,172.1306642524565
134,172.13281640668174
135,172.1134309528831
136,172.00975950272294
137,171.39982454096813
138,172.19850879228974
139,172.40888426440992
